"is_canceled.cancelled","is_canceled.notcancelled","hotelResort.Hotel","lead_time","arrival_date_year2016","arrival_date_year2017","stays_in_weekend_nights","stays_in_week_nights","adults","children","market_segmentComplementary","market_segmentCorporate","market_segmentDirect","market_segmentGroups","market_segmentOffline.TA.TO","market_segmentOnline.TA","market_segmentUndefined","previous_cancellations","previous_bookings_not_canceled","booking_changes","deposit_typeNon.Refund","deposit_typeRefundable","days_in_waiting_list","customer_typeGroup","customer_typeTransient","customer_typeTransient.Party","adr","required_car_parking_spaces","total_of_special_requests","is_reserved_roomReserved.room","arrival_seasonSpring","arrival_seasonSummer","arrival_seasonWinter","total_length_of_stay","total_booking","case_holdoutprob$cancelled"
0,0,1,44,0,0,0,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,195,0,1,0,0,1,0,4,0,0.0485253222286701
0,0,1,55,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,135,0,0,0,0,1,0,3,0,0.0274970289319754
0,0,1,62,0,0,2,6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,210,0,0,0,0,1,0,8,0,0.0960340574383736
0,0,1,16,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,153,0,1,0,0,1,0,2,0,0.0288859233260155
0,0,1,47,0,0,2,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,240,0,0,0,0,1,0,5,0,0.0527600310742855
0,0,1,49,0,0,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,103.18,0,1,0,0,1,0,6,0,0.0168303418904543
0,0,1,40,0,0,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,240,0,0,0,0,1,0,5,0,0.0893059745430946
0,0,1,34,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,108.06,0,1,0,0,1,0,6,0,0.0158462915569544
0,0,1,62,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,154.5,0,0,0,0,1,0,4,0,0.0133878970518708
0,0,1,4,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,192,0,2,0,0,1,0,2,0,0.0217025354504585
0,0,1,74,0,0,2,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,177.14,0,0,0,0,1,0,7,0,0.0514795184135437
0,0,1,82,0,0,2,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,222.14,0,0,0,0,1,0,7,0,0.0163380820304155
0,0,1,80,0,0,4,6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,169,0,1,0,0,1,0,10,0,0.0136462980881333
0,0,1,11,0,0,4,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,172,0,0,0,0,1,0,14,0,0.189346313476562
0,0,1,36,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,221,0,0,0,0,1,0,3,0,0.0427552722394466
0,0,1,16,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,242.6,0,1,0,0,1,0,5,0,0.0297765508294106
0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,172,0,0,0,0,1,0,1,0,0.0447546504437923
0,0,1,73,0,0,2,5,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,169,0,0,0,0,1,0,7,0,0.0254267062991858
0,0,1,3,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,211.75,1,3,0,0,1,0,4,0,0.00010265927267028
0,0,1,54,0,0,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,228,0,0,0,0,1,0,7,0,0.059749998152256
0,0,1,10,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,211.5,0,1,0,0,1,0,2,0,0.0465290136635303
0,0,1,112,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,129,0,0,0,0,1,0,5,0,0.0219366196542978
0,0,1,95,0,0,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,190,0,0,0,0,1,0,7,0,0.0173157304525375
0,0,1,120,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,120.6,0,1,0,0,1,0,3,0,0.0260920021682978
0,0,1,117,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,186,0,1,0,0,1,0,5,0,0.123507097363472
0,0,1,85,0,0,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,120.6,0,0,0,0,1,0,7,0,0.0252585876733065
0,0,1,15,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,211,0,0,0,0,1,0,5,0,0.0191606506705284
0,0,1,19,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,243,0,1,0,0,1,0,5,0,0.0409983992576599
0,0,1,71,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,135,0,0,0,0,1,0,7,0,0.0255926679819822
0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,153,0,1,0,0,1,0,1,0,0.101662039756775
0,0,1,126,0,0,1,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,121.5,0,3,0,0,1,0,6,0,0.00550477998331189
0,0,1,65,0,0,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,195.45,1,0,0,0,1,0,7,0,0.000521523936185986
0,0,1,82,0,0,2,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,199,0,0,0,0,1,0,5,0,0.0280290059745312
0,0,1,64,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,194,0,0,0,0,1,0,6,0,0.00930207315832376
0,0,1,9,0,0,4,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,122,0,2,0,0,1,0,10,0,0.00797868613153696
0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,153,1,2,0,0,1,0,1,0,0.000385459599783644
0,0,1,106,0,0,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,1,0,7,0,0.0933885127305984
0,0,1,25,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,208,0,2,0,0,1,0,4,0,0.116891019046307
0,0,1,28,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,104.8,1,0,0,0,1,0,5,0,9.00321902008727e-05
0,0,1,32,0,0,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,135.2,0,2,0,0,1,0,5,0,0.0546571835875511
0,0,1,11,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,103.5,1,3,0,0,1,0,2,0,0.000306899251881987
0,0,1,44,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,136.2,0,2,0,0,1,0,5,0,0.0187996756285429
0,0,1,34,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,115.2,0,1,0,0,1,0,2,0,0.0149653721600771
0,0,1,26,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,126.67,0,2,0,0,1,0,3,0,0.0556944385170937
0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,96.33,0,1,0,0,1,0,3,0,0.0490758717060089
0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,117.9,0,0,0,0,0,0,1,0,0.02891088090837
0,0,1,29,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,3,0,0.0266062002629042
0,0,1,26,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,117.8,0,1,0,0,0,0,5,0,0.0166141986846924
0,0,1,59,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,105.5,0,0,0,0,0,0,7,0,0.0103890299797058
0,0,1,115,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107.5,0,0,0,0,0,0,7,0,0.00767783634364605
0,0,1,117,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,101.53,0,0,0,0,0,0,7,0,0.0107325548306108
0,0,1,10,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,138.6,0,0,0,0,0,0,5,0,0.0122453235089779
0,0,1,50,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,111,1,2,0,0,0,0,1,0,0.00027652780408971
0,0,1,110,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,65,0,0,0,0,0,0,4,0,0.0252039711922407
0,0,1,110,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,65,0,0,0,0,0,0,4,0,0.0252039711922407
0,0,1,85,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,102.93,0,0,0,0,0,0,7,0,0.00958702340722084
0,0,1,95,0,0,3,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,73.98,0,0,0,0,0,0,9,0,0.0321633405983448
0,0,1,8,0,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,74.8,1,0,0,0,0,0,5,0,0.000139598399982788
0,0,1,76,0,0,2,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,9,0,0.00451077520847321
0,0,1,60,0,0,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,95,0,2,0,0,0,0,5,0,0.0119941486045718
0,0,1,51,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.43,0,1,0,0,0,0,7,0,0.00876051001250744
0,0,1,77,0,0,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,78.1,0,2,0,0,0,0,7,0,0.0210001096129417
0,0,1,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58.5,0,0,0,0,0,0,3,0,0.0450160428881645
0,0,1,55,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,67.5,0,0,0,0,0,0,3,0,0.0202427618205547
0,0,1,57,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48.3,1,2,0,0,0,0,3,0,0.000179900671355426
0,0,1,44,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.93,0,1,0,0,0,0,7,0,0.0111764343455434
0,0,1,50,0,0,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.4,0,2,0,0,0,0,7,0,0.0258897971361876
0,0,1,114,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,42.3,0,0,0,0,0,0,1,0,0.102704167366028
0,0,1,87,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,36.05,0,0,0,0,0,0,1,0,0.999761998653412
0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,56,0,0,0,0,0,0,2,0,0.031891692429781
0,0,1,170,0,0,4,8,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,44.5,0,0,0,0,0,0,12,0,0.999247074127197
0,0,1,55,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.5,0,0,0,0,0,0,4,0,0.0134639739990234
0,0,1,78,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,92,0,0,0,0,0,0,3,0,0.999713122844696
0,0,1,78,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,92,0,0,0,0,0,0,3,0,0.999713122844696
0,0,1,11,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0.0515385493636131
0,0,1,4,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,107.5,1,1,0,0,0,0,2,0,0.000134157133288682
0,0,1,4,0,0,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,111.5,0,0,0,0,0,0,2,0,0.054731223732233
0,0,1,19,0,0,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,117,0,3,0,0,0,0,2,0,0.0443210937082767
0,0,1,4,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,101.5,0,1,0,0,0,0,2,0,0.0257049929350615
0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,66,0,1,0,0,0,0,1,0,0.0215982515364885
0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.4,0,1,0,0,0,0,1,0,0.0203117430210114
0,0,1,39,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,46.5,0,0,0,0,0,0,1,0,0.0376473739743233
0,0,1,12,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.4,0,2,0,0,0,0,4,0,0.014040338806808
0,0,1,5,0,0,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,92.71,0,0,0,0,0,0,7,0,0.0363763980567455
0,0,1,88,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,70,1,2,0,0,0,0,3,0,0.000159796851221472
0,0,1,9,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,108,0,1,0,0,0,0,4,0,0.00700017483904958
0,0,1,7,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,2,0,0.0271187052130699
0,0,1,47,0,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,47,0,0,1,76.8,0,0,0,0,0,0,5,0,0.00160498137120157
0,0,1,69,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.56,0,0,0,0,0,0,7,0,0.00510746659711003
0,0,1,121,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.0536763072013855
0,0,1,36,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.5,0,0,0,0,0,0,4,0,0.00822348427027464
0,0,1,0,0,0,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,42.5,0,1,0,0,0,0,7,0,0.0150662651285529
0,0,1,30,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,56,0,0,0,0,0,0,2,0,0.0135771939530969
0,0,1,148,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,39,0,0,0,0,0,0,1,0,0.999867558479309
0,0,1,148,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,47,0,0,0,0,0,0,1,0,0.999808371067047
0,0,1,98,0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,0,0,5,0,0.011142048984766
0,0,1,28,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,66,1,0,0,0,0,0,1,0,0.000106097519164905
0,0,1,148,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,47,0,0,0,0,0,0,1,0,0.999808371067047
0,0,1,62,0,0,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44.8,0,0,0,0,0,0,6,0,0.0113056553527713
0,0,1,9,0,0,3,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,75,0,0,0,0,0,0,8,0,0.0331405811011791
0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,66,1,0,0,0,0,0,1,0,0.00010984576510964
0,0,1,2,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,42,1,0,0,0,0,0,3,0,0.000339028891175985
0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,48,0,2,0,0,0,0,1,0,0.0199281126260757
0,0,1,155,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,42,1,0,0,0,0,0,1,0,0.000231442449148744
0,0,1,155,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,36,0,0,0,0,0,0,1,0,0.999759376049042
0,0,1,128,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34.43,0,2,0,0,0,0,4,0,0.166665613651276
0,0,1,33,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,0,1,0,0.22062548995018
0,0,1,31,0,0,5,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,16,0,0.861507534980774
0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,44.1,0,1,0,0,0,0,2,0,0.00550181465223432
0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,0,0,0,0,0,1,0,0.0112607209011912
0,0,1,35,0,0,4,7,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,36,0,0,0,0,0,0,11,0,0.00565177481621504
0,0,1,28,0,0,2,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,42,0,0,0,0,0,0,8,0,0.0457071922719479
0,0,1,37,0,0,2,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,36,0,0,0,0,0,0,7,0,0.0600610859692097
0,0,1,39,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,5,0,0.258740961551666
0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,73,0,0,0,0,0,0,4,0,0.0167411472648382
0,0,1,32,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,0,0,0,0,0,0,4,0,0.170621499419212
0,0,1,41,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,0,0.207017719745636
0,0,1,70,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,66,1,0,0,0,0,0,3,0,0.000119701609946787
0,0,1,3,0,0,0,3,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,104,1,0,0,0,0,0,3,0,7.43963610148057e-05
0,0,1,2,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,78,0,1,0,0,0,0,3,0,0.0160699374973774
0,0,1,10,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47.12,0,1,0,0,0,0,2,0,0.0217121448367834
0,0,1,24,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,44,0,0,0,0,0,0,1,0,0.017079209908843
0,0,1,66,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,1,2,0,0.0156095121055841
0,0,1,45,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,1,3,0,0.0670976713299751
0,0,1,45,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,1,3,0,0.0670976713299751
